title,abstract,true_group,prediccion_group,proba_cardiovascular,proba_hepatorenal,proba_neurological,proba_oncological
When cortical meets peripheral artery disease: a neurological perspective,"Hypothesis: calcium channel blockers improves dementia outcomes via aphasia pathways. Methods: prospective trial with 224 diabetic patients, measuring tia and bell palsy. Results: better quality of life measures. Conclusion: therapeutic innovation.",oncological,oncological,0.02819084,0.06666245,0.13702352,0.95471007
"Minor neurological dysfunction, cognitive development, and somatic development at the age of 3 to 7 years after dexamethasone treatment in very-low birth-weight infants.","The objective of this study was to assess minor neurological dysfunction, cognitive development, and somatic development after dexamethasone therapy in very-low-birthweight infants. Thirty-three children after dexamethasone treatment were matched to 33 children without dexamethasone treatment. Data were assessed at the age of 3-7 years. Dexamethasone was started between the 7th and the 28th day of life over 7 days with a total dose of 2.35 mg/kg/day. Exclusion criteria were asphyxia, malformations, major surgical interventions, small for gestational age, intraventricular haemorrhage grades III and IV, periventricular leukomalacia, and severe psychomotor retardation. Each child was examined by a neuropediatrician for minor neurological dysfunctions and tested by a psychologist for cognitive development with a Kaufman Assessment Battery for Children and a Draw-a-Man Test. There were no differences in demographic data, growth, and socio-economic status between the two groups. Fine motor skills and gross motor function were significantly better in the control group (p<0.01). In the Draw-a-Man Test, the control group showed better results (p<0.001). There were no differences in development of speech, social development, and the Kaufman Assessment Battery for Children. After dexamethasone treatment, children showed a higher rate of minor neurological dysfunctions. Neurological development was affected even without neurological diagnosis. Further long-term follow-up studies will be necessary to fully evaluate the impact of dexamethasone on neurological and cognitive development.","neurological, oncological","neurological, oncological",0.054025006,0.10052754,0.7820606,0.7738119
Cancer crossroads in hypertension,"Background: diabetes affects elderly patients worldwide, particularly involving bladder cancer and liver cancer. Methods: We conducted a observational study to evaluate statins in 149 patients, examining chemotherapy parameters. Results: better quality of life measures. Conclusion: patient care improvement.","hepatorenal, oncological","hepatorenal, oncological",0.005665249,0.93063366,0.04433422,0.962476
Adrenoleukodystrophy: increased plasma content of saturated very long chain fatty acids.,"With a new method we measured the saturated very long chain fatty acids in the plasma of adrenoleukodystrophy ( ALD ) hemizygotes , ALD heterozygotes , and controls . ALD hemizygotes showed increased levels of hexacosanoate ( C26 fatty acid ) which represented 0 . 081 + / - 0 . 0066 % ( SEM ) of total fatty acids , compared to 0 . 015 + / - 0 . 0032 % in the controls . C25 , C24 , and C23 fatty acids were also increased , but the C22 and C20 fatty acids were normal . C26 levels were also increased in most ALD heterozygotes , with a mean level 0 . 057 + / - 0 . 0063 % of total fatty acids . The technique can be used for diagnosis and carrier identification , and in the evaluation of therapy .",hepatorenal,hepatorenal,0.0750036,0.94765073,0.020045303,0.050504535
Oncological frontiers: Parkinson's disease,"Background: hypertension affects cardiac patients worldwide, particularly involving cancer and sarcoma. Methods: We conducted a randomized controlled study to evaluate beta-blockers in 293 patients, examining malignant parameters. Results: positive treatment response. Conclusion: cost-effectiveness implications.","cardiovascular, hepatorenal",cardiovascular,0.9992357,0.11090204,0.008339709,0.012926513
cardiomyopathy and tia: cardiac connections,"Purpose: This longitudinal study examined beta-blockers for hypertension in diabetic patients. The investigation included analysis of atrium, diastolic, and arterial. Methods: 173 participants were included. Results: decreased mortality rates. Implications: patient care improvement.","cardiovascular, hepatorenal","cardiovascular, hepatorenal",0.7932009,0.950013,0.0061991382,0.008846919
Verapamil withdrawal as a possible cause of myocardial infarction in a hypertensive woman with a normal coronary angiogram.,"Verapamil is an effective and relatively-safe antihypertensive drug. Serious adverse effects are uncommon and mainly have been related to the depression of cardiac contractility and conduction, especially when the drug is combined with beta-blocking agents. We report a case in which myocardial infarction coincided with the introduction of captopril and the withdrawal of verapamil in a previously asymptomatic woman with severe hypertension. Possible mechanisms that involve a verapamil-related increase in platelet and/or vascular alpha 2-adrenoreceptor affinity for catecholamines are discussed.",neurological,"neurological, oncological",0.0055218465,0.08296093,0.9762119,0.5222337
A case of tardive dyskinesia caused by metoclopramide.,"Abnormal involuntary movements appeared in the mouth, tongue, neck and abdomen of a 64-year-old male patient after he took metoclopramide for gastrointestinal disorder in a regimen of 30 mg per day for a total of about 260 days. The symptoms exacerbated to a maximum in a month. When the metoclopramide administration was discontinued, the abnormal movements gradually improved to a considerable extent. Attention to the possible induction of specific tardive dyskinesia is called for in the use of this drug.","hepatorenal, neurological","hepatorenal, neurological",0.06658769,0.74664664,0.95177704,0.2381511
parkinson disease patterns in coronary artery disease patients,"Hypothesis: beta-blockers improves heart disease outcomes via dementia pathways. Methods: longitudinal trial with 381 cancer patients, measuring tremor and limbic system. Results: improved patient outcomes. Conclusion: healthcare advancement.","cardiovascular, neurological","cardiovascular, neurological",0.93966097,0.0751591,0.6882857,0.007235397
urea pathways in lung cancer,"Hypothesis: ACE inhibitors improves diabetes outcomes via rcc pathways. Methods: retrospective trial with 143 cardiac patients, measuring chronic kidney disease and bun. Results: significant improvement in primary endpoints. Conclusion: need for further investigation.",neurological,neurological,0.15378484,0.06619331,0.6248889,0.12777637
Continuous infusion tobramycin combined with carbenicillin for infections in cancer patients.,"The cure rate of infections in cancer patients is adversely affected by neutropenia (less than 1,000/mm3). In particular, patients with severe neutropenia (less than 100/mm3) have shown a poor response to antibiotics. To overcome the adverse effects of neutropenia, tobramycin was given by continuous infusion and combined with intermittent carbenicillin. Tobramycin was given to a total daily dose of 300 mg/m2 and carbenicillin was given at a dose of 5 gm every four hours. There were 125 infectious episodes in 116 cancer patients receiving myelosuppressive chemotherapy. The overall cure rate was 70%. Pneumonia was the most common infection and 61% of 59 episodes were cured. Gram-negative bacilli were the most common causative organisms and 69% of these infections were cured. The most common pathogen was Klebsiella pneumoniae and this, together with Escherichia coli and Pseudomonas aeruginosa, accounted for 74% of all gram-negative bacillary infections. Response was not influenced by the initial neutrophil count, with a 62% cure rate for 39 episodes associated with severe neutropenia. However, failure of the neutrophil count to increase during therapy adversely affected response. Azotemia was the major side effect recognized, and it occurred in 11% of episodes. Major azotemia (serum creatinine greater than 2.5 mg/dl or BUN greater than 50 mg/dl) occurred in only 2%. Azotemia was not related to duration of therapy or serum tobramycin concentration. This antibiotic regimen showed both therapeutic efficacy and acceptable renal toxicity for these patients.","cardiovascular, neurological",cardiovascular,0.8897444,0.07776357,0.3585376,0.004455311
